Sequence ID	Score
BG4_G4Seq_HaCaT_GSE76688_peak18280	0.026194725
BG4_G4Seq_HaCaT_GSE76688_peak18281	0.050158903
BG4_G4Seq_HaCaT_GSE76688_peak18282	0.62764126
BG4_G4Seq_HaCaT_GSE76688_peak18283	0.9301508
BG4_G4Seq_HaCaT_GSE76688_peak18284	0.051848046
BG4_G4Seq_HaCaT_GSE76688_peak18285	0.15544473
BG4_G4Seq_HaCaT_GSE76688_peak18286	0.005464315
BG4_G4Seq_HaCaT_GSE76688_peak18287	0.0034833315
BG4_G4Seq_HaCaT_GSE76688_peak18288	0.7512118
BG4_G4Seq_HaCaT_GSE76688_peak18289	0.010853203
BG4_G4Seq_HaCaT_GSE76688_peak18290	0.002376814
BG4_G4Seq_HaCaT_GSE76688_peak18291	0.60540336
BG4_G4Seq_HaCaT_GSE76688_peak18292	0.7531174
BG4_G4Seq_HaCaT_GSE76688_peak18293	0.14273831
BG4_G4Seq_HaCaT_GSE76688_peak18294	0.17071614
BG4_G4Seq_HaCaT_GSE76688_peak18295	0.40344247
BG4_G4Seq_HaCaT_GSE76688_peak18296	0.51457894
BG4_G4Seq_HaCaT_GSE76688_peak18297	0.24459675
BG4_G4Seq_HaCaT_GSE76688_peak18298	0.70228696
BG4_G4Seq_HaCaT_GSE76688_peak18299	0.23768987
BG4_G4Seq_HaCaT_GSE76688_peak18300	0.97178763
BG4_G4Seq_HaCaT_GSE76688_peak18301	0.7083293
BG4_G4Seq_HaCaT_GSE76688_peak18302	0.7072949
BG4_G4Seq_HaCaT_GSE76688_peak18303	0.95882887
BG4_G4Seq_HaCaT_GSE76688_peak18304	0.9872706
BG4_G4Seq_HaCaT_GSE76688_peak18305	0.03317376
BG4_G4Seq_HaCaT_GSE76688_peak18306	0.25206855
BG4_G4Seq_HaCaT_GSE76688_peak18307	0.14484206
BG4_G4Seq_HaCaT_GSE76688_peak18308	0.013690064
BG4_G4Seq_HaCaT_GSE76688_peak18309	0.41298038
BG4_G4Seq_HaCaT_GSE76688_peak18310	0.03242544
BG4_G4Seq_HaCaT_GSE76688_peak18311	0.0686278
BG4_G4Seq_HaCaT_GSE76688_peak18312	0.89478207
BG4_G4Seq_HaCaT_GSE76688_peak18313	0.8834469
BG4_G4Seq_HaCaT_GSE76688_peak18314	0.5834351
BG4_G4Seq_HaCaT_GSE76688_peak18315	0.027913552
BG4_G4Seq_HaCaT_GSE76688_peak18316	0.21979395
BG4_G4Seq_HaCaT_GSE76688_peak18317	0.73007405
BG4_G4Seq_HaCaT_GSE76688_peak18318	0.8950809
BG4_G4Seq_HaCaT_GSE76688_peak18319	0.8940378
BG4_G4Seq_HaCaT_GSE76688_peak18320	0.25874183
BG4_G4Seq_HaCaT_GSE76688_peak18321	0.01403539
BG4_G4Seq_HaCaT_GSE76688_peak18322	0.3709958
BG4_G4Seq_HaCaT_GSE76688_peak18323	0.0026100455
BG4_G4Seq_HaCaT_GSE76688_peak18324	0.5070675
BG4_G4Seq_HaCaT_GSE76688_peak18325	0.8941486
BG4_G4Seq_HaCaT_GSE76688_peak18326	0.033641547
BG4_G4Seq_HaCaT_GSE76688_peak18327	0.02275697
BG4_G4Seq_HaCaT_GSE76688_peak18328	0.012326785
BG4_G4Seq_HaCaT_GSE76688_peak18329	0.02569211
BG4_G4Seq_HaCaT_GSE76688_peak18330	0.33593205
BG4_G4Seq_HaCaT_GSE76688_peak18331	0.00016873784
BG4_G4Seq_HaCaT_GSE76688_peak18332	0.7510361
BG4_G4Seq_HaCaT_GSE76688_peak18333	0.86630017
BG4_G4Seq_HaCaT_GSE76688_peak18334	0.45821765
BG4_G4Seq_HaCaT_GSE76688_peak18335	0.8655077
BG4_G4Seq_HaCaT_GSE76688_peak18336	0.324121
BG4_G4Seq_HaCaT_GSE76688_peak18337	0.8418076
BG4_G4Seq_HaCaT_GSE76688_peak18338	0.81742465
BG4_G4Seq_HaCaT_GSE76688_peak18339	0.00199852
BG4_G4Seq_HaCaT_GSE76688_peak18340	0.0093701845
BG4_G4Seq_HaCaT_GSE76688_peak18341	0.17694439
BG4_G4Seq_HaCaT_GSE76688_peak18342	0.28060573
BG4_G4Seq_HaCaT_GSE76688_peak18343	0.8620093
BG4_G4Seq_HaCaT_GSE76688_peak18344	0.8538663
BG4_G4Seq_HaCaT_GSE76688_peak18345	0.7147021
BG4_G4Seq_HaCaT_GSE76688_peak18346	0.75627154
BG4_G4Seq_HaCaT_GSE76688_peak18347	0.8787582
BG4_G4Seq_HaCaT_GSE76688_peak18348	0.30775222
BG4_G4Seq_HaCaT_GSE76688_peak18349	0.6639639
BG4_G4Seq_HaCaT_GSE76688_peak18350	0.99954045
BG4_G4Seq_HaCaT_GSE76688_peak18351	0.07063354
BG4_G4Seq_HaCaT_GSE76688_peak18352	0.91481525
BG4_G4Seq_HaCaT_GSE76688_peak18353	0.25872558
BG4_G4Seq_HaCaT_GSE76688_peak18354	0.030843526
BG4_G4Seq_HaCaT_GSE76688_peak18355	0.029795988
BG4_G4Seq_HaCaT_GSE76688_peak18356	0.11655867
BG4_G4Seq_HaCaT_GSE76688_peak18357	0.8195664
BG4_G4Seq_HaCaT_GSE76688_peak18358	0.99421096
BG4_G4Seq_HaCaT_GSE76688_peak18359	0.9757884
BG4_G4Seq_HaCaT_GSE76688_peak18360	0.4324465
BG4_G4Seq_HaCaT_GSE76688_peak18361	0.08363411
BG4_G4Seq_HaCaT_GSE76688_peak18362	0.5591011
BG4_G4Seq_HaCaT_GSE76688_peak18363	0.020567913
BG4_G4Seq_HaCaT_GSE76688_peak18364	0.7594332
BG4_G4Seq_HaCaT_GSE76688_peak18365	0.15139373
BG4_G4Seq_HaCaT_GSE76688_peak18366	0.008913717
BG4_G4Seq_HaCaT_GSE76688_peak18367	0.028520552
BG4_G4Seq_HaCaT_GSE76688_peak18368	0.9311611
BG4_G4Seq_HaCaT_GSE76688_peak18369	0.99283254
BG4_G4Seq_HaCaT_GSE76688_peak18370	0.14845687
BG4_G4Seq_HaCaT_GSE76688_peak18371	0.30517098
BG4_G4Seq_HaCaT_GSE76688_peak18372	0.0039370996
BG4_G4Seq_HaCaT_GSE76688_peak18373	0.018269833
BG4_G4Seq_HaCaT_GSE76688_peak18374	0.6983211
BG4_G4Seq_HaCaT_GSE76688_peak18375	0.780164
BG4_G4Seq_HaCaT_GSE76688_peak18376	0.99958616
BG4_G4Seq_HaCaT_GSE76688_peak18377	0.32234067
BG4_G4Seq_HaCaT_GSE76688_peak18378	0.79872
BG4_G4Seq_HaCaT_GSE76688_peak18379	0.7943546
BG4_G4Seq_HaCaT_GSE76688_peak18380	0.85043675
BG4_G4Seq_HaCaT_GSE76688_peak18381	0.9175613
BG4_G4Seq_HaCaT_GSE76688_peak18382	0.95810765
BG4_G4Seq_HaCaT_GSE76688_peak18383	0.009046288
BG4_G4Seq_HaCaT_GSE76688_peak18384	0.8230346
BG4_G4Seq_HaCaT_GSE76688_peak18385	0.9749519
BG4_G4Seq_HaCaT_GSE76688_peak18386	0.19390683
BG4_G4Seq_HaCaT_GSE76688_peak18387	0.7708334
BG4_G4Seq_HaCaT_GSE76688_peak18388	0.9888341
BG4_G4Seq_HaCaT_GSE76688_peak18389	0.22834297
BG4_G4Seq_HaCaT_GSE76688_peak18390	0.9738787
BG4_G4Seq_HaCaT_GSE76688_peak18391	0.96616226
BG4_G4Seq_HaCaT_GSE76688_peak18392	0.94750416
BG4_G4Seq_HaCaT_GSE76688_peak18393	0.9709399
BG4_G4Seq_HaCaT_GSE76688_peak18394	0.884169
BG4_G4Seq_HaCaT_GSE76688_peak18395	0.8099719
BG4_G4Seq_HaCaT_GSE76688_peak18396	0.81726235
BG4_G4Seq_HaCaT_GSE76688_peak18397	0.95699984
BG4_G4Seq_HaCaT_GSE76688_peak18398	0.82233644
BG4_G4Seq_HaCaT_GSE76688_peak18399	0.9625066
BG4_G4Seq_HaCaT_GSE76688_peak18400	0.16150267
BG4_G4Seq_HaCaT_GSE76688_peak18401	0.8572454
BG4_G4Seq_HaCaT_GSE76688_peak18402	0.37156054
BG4_G4Seq_HaCaT_GSE76688_peak18403	0.22675993
BG4_G4Seq_HaCaT_GSE76688_peak18404	0.8870567
BG4_G4Seq_HaCaT_GSE76688_peak18405	0.9981135
BG4_G4Seq_HaCaT_GSE76688_peak18406	0.50536543
BG4_G4Seq_HaCaT_GSE76688_peak18407	0.86515254
BG4_G4Seq_HaCaT_GSE76688_peak18408	0.016774924
BG4_G4Seq_HaCaT_GSE76688_peak18409	0.8430257
BG4_G4Seq_HaCaT_GSE76688_peak18410	0.049417943
BG4_G4Seq_HaCaT_GSE76688_peak18411	0.998176
BG4_G4Seq_HaCaT_GSE76688_peak18412	0.9522418
BG4_G4Seq_HaCaT_GSE76688_peak18413	0.30659232
BG4_G4Seq_HaCaT_GSE76688_peak18414	0.6319687
BG4_G4Seq_HaCaT_GSE76688_peak18415	0.940337
BG4_G4Seq_HaCaT_GSE76688_peak18416	0.99916077
BG4_G4Seq_HaCaT_GSE76688_peak18417	0.99936944
BG4_G4Seq_HaCaT_GSE76688_peak18418	0.39480048
BG4_G4Seq_HaCaT_GSE76688_peak18419	0.029727615
BG4_G4Seq_HaCaT_GSE76688_peak18420	0.9301152
BG4_G4Seq_HaCaT_GSE76688_peak18421	0.7826949
BG4_G4Seq_HaCaT_GSE76688_peak18422	0.06298673
BG4_G4Seq_HaCaT_GSE76688_peak18423	0.99973756
BG4_G4Seq_HaCaT_GSE76688_peak18424	0.9998647
BG4_G4Seq_HaCaT_GSE76688_peak18425	0.9428865
BG4_G4Seq_HaCaT_GSE76688_peak18426	0.0016865899
BG4_G4Seq_HaCaT_GSE76688_peak18427	0.041979425
BG4_G4Seq_HaCaT_GSE76688_peak18428	0.0041763876
BG4_G4Seq_HaCaT_GSE76688_peak18429	0.20400006
BG4_G4Seq_HaCaT_GSE76688_peak18430	0.9576279
BG4_G4Seq_HaCaT_GSE76688_peak18431	0.8170695
BG4_G4Seq_HaCaT_GSE76688_peak18432	0.7355851
BG4_G4Seq_HaCaT_GSE76688_peak18433	0.99354506
BG4_G4Seq_HaCaT_GSE76688_peak18434	0.021080595
BG4_G4Seq_HaCaT_GSE76688_peak18435	0.06239681
BG4_G4Seq_HaCaT_GSE76688_peak18436	0.39206353
BG4_G4Seq_HaCaT_GSE76688_peak18437	0.028114252
BG4_G4Seq_HaCaT_GSE76688_peak18438	0.020592395
BG4_G4Seq_HaCaT_GSE76688_peak18439	0.5813748
BG4_G4Seq_HaCaT_GSE76688_peak18440	0.11155377
BG4_G4Seq_HaCaT_GSE76688_peak18441	0.96104914
BG4_G4Seq_HaCaT_GSE76688_peak18442	0.7165499
BG4_G4Seq_HaCaT_GSE76688_peak18443	0.8769223
BG4_G4Seq_HaCaT_GSE76688_peak18444	0.7585141
BG4_G4Seq_HaCaT_GSE76688_peak18445	0.33198684
BG4_G4Seq_HaCaT_GSE76688_peak18446	0.58658355
BG4_G4Seq_HaCaT_GSE76688_peak18447	0.5196605
BG4_G4Seq_HaCaT_GSE76688_peak18448	0.007129076
BG4_G4Seq_HaCaT_GSE76688_peak18449	0.90542686
BG4_G4Seq_HaCaT_GSE76688_peak18450	0.024615828
BG4_G4Seq_HaCaT_GSE76688_peak18451	0.98436964
BG4_G4Seq_HaCaT_GSE76688_peak18452	0.7463463
BG4_G4Seq_HaCaT_GSE76688_peak18453	0.19552058
BG4_G4Seq_HaCaT_GSE76688_peak18454	0.9956945
BG4_G4Seq_HaCaT_GSE76688_peak18455	0.8886069
BG4_G4Seq_HaCaT_GSE76688_peak18456	0.72101367
BG4_G4Seq_HaCaT_GSE76688_peak18457	0.867422
BG4_G4Seq_HaCaT_GSE76688_peak18458	0.08019293
BG4_G4Seq_HaCaT_GSE76688_peak18459	0.90134645
BG4_G4Seq_HaCaT_GSE76688_peak18460	0.9237259
BG4_G4Seq_HaCaT_GSE76688_peak18461	0.82735586
BG4_G4Seq_HaCaT_GSE76688_peak18462	0.9453904
BG4_G4Seq_HaCaT_GSE76688_peak18463	0.94924176
BG4_G4Seq_HaCaT_GSE76688_peak18464	0.7246614
BG4_G4Seq_HaCaT_GSE76688_peak18465	0.31821752
BG4_G4Seq_HaCaT_GSE76688_peak18466	0.15826242
BG4_G4Seq_HaCaT_GSE76688_peak18467	0.9664279
BG4_G4Seq_HaCaT_GSE76688_peak18468	0.7899019
BG4_G4Seq_HaCaT_GSE76688_peak18469	0.78689814
BG4_G4Seq_HaCaT_GSE76688_peak18470	0.8939487
BG4_G4Seq_HaCaT_GSE76688_peak18471	0.87914985
BG4_G4Seq_HaCaT_GSE76688_peak18472	0.9995196
BG4_G4Seq_HaCaT_GSE76688_peak18473	0.9995222
BG4_G4Seq_HaCaT_GSE76688_peak18474	0.80564874
BG4_G4Seq_HaCaT_GSE76688_peak18475	0.96156615
BG4_G4Seq_HaCaT_GSE76688_peak18476	0.9877379
BG4_G4Seq_HaCaT_GSE76688_peak18477	0.49394485
BG4_G4Seq_HaCaT_GSE76688_peak18478	0.111133866
BG4_G4Seq_HaCaT_GSE76688_peak18479	0.4803004
BG4_G4Seq_HaCaT_GSE76688_peak18480	0.014342544
BG4_G4Seq_HaCaT_GSE76688_peak18481	0.74155617
BG4_G4Seq_HaCaT_GSE76688_peak18482	0.022169298
BG4_G4Seq_HaCaT_GSE76688_peak18483	0.73840266
BG4_G4Seq_HaCaT_GSE76688_peak18484	0.43481228
BG4_G4Seq_HaCaT_GSE76688_peak18485	0.047300246
BG4_G4Seq_HaCaT_GSE76688_peak18486	0.9352518
BG4_G4Seq_HaCaT_GSE76688_peak18487	0.7113943
BG4_G4Seq_HaCaT_GSE76688_peak18488	0.16058935
BG4_G4Seq_HaCaT_GSE76688_peak18489	0.03967071
BG4_G4Seq_HaCaT_GSE76688_peak18490	0.18632202
BG4_G4Seq_HaCaT_GSE76688_peak18491	0.23326373
BG4_G4Seq_HaCaT_GSE76688_peak18492	0.94611377
BG4_G4Seq_HaCaT_GSE76688_peak18493	0.040958993
BG4_G4Seq_HaCaT_GSE76688_peak18494	0.050273012
BG4_G4Seq_HaCaT_GSE76688_peak18495	0.028259723
BG4_G4Seq_HaCaT_GSE76688_peak18496	0.17092992
BG4_G4Seq_HaCaT_GSE76688_peak18497	0.039429244
BG4_G4Seq_HaCaT_GSE76688_peak18498	0.38970944
BG4_G4Seq_HaCaT_GSE76688_peak18499	0.89579606
BG4_G4Seq_HaCaT_GSE76688_peak18500	0.8795742
BG4_G4Seq_HaCaT_GSE76688_peak18501	0.7359783
BG4_G4Seq_HaCaT_GSE76688_peak18502	0.96501464
BG4_G4Seq_HaCaT_GSE76688_peak18503	0.13127959
BG4_G4Seq_HaCaT_GSE76688_peak18504	0.84235615
BG4_G4Seq_HaCaT_GSE76688_peak18505	0.7570679
BG4_G4Seq_HaCaT_GSE76688_peak18506	0.3993814
BG4_G4Seq_HaCaT_GSE76688_peak18507	0.85503274
BG4_G4Seq_HaCaT_GSE76688_peak18508	0.23894751
BG4_G4Seq_HaCaT_GSE76688_peak18509	0.37455556
BG4_G4Seq_HaCaT_GSE76688_peak18510	0.0019471945
BG4_G4Seq_HaCaT_GSE76688_peak18511	0.95970106
BG4_G4Seq_HaCaT_GSE76688_peak18512	0.124374956
BG4_G4Seq_HaCaT_GSE76688_peak18513	0.026582556
BG4_G4Seq_HaCaT_GSE76688_peak18514	0.7955803
BG4_G4Seq_HaCaT_GSE76688_peak18515	0.93133646
BG4_G4Seq_HaCaT_GSE76688_peak18516	0.01791638
BG4_G4Seq_HaCaT_GSE76688_peak18517	0.44645852
BG4_G4Seq_HaCaT_GSE76688_peak18518	0.4543647
BG4_G4Seq_HaCaT_GSE76688_peak18519	0.9795064
BG4_G4Seq_HaCaT_GSE76688_peak18520	0.5464511
BG4_G4Seq_HaCaT_GSE76688_peak18521	0.9990177
BG4_G4Seq_HaCaT_GSE76688_peak18522	0.9971336
BG4_G4Seq_HaCaT_GSE76688_peak18523	0.99777776
BG4_G4Seq_HaCaT_GSE76688_peak18524	0.8446099
BG4_G4Seq_HaCaT_GSE76688_peak18525	0.042984415
BG4_G4Seq_HaCaT_GSE76688_peak18526	0.010147075
BG4_G4Seq_HaCaT_GSE76688_peak18527	0.9825629
BG4_G4Seq_HaCaT_GSE76688_peak18528	0.95804393
BG4_G4Seq_HaCaT_GSE76688_peak18529	0.9751422
BG4_G4Seq_HaCaT_GSE76688_peak18530	0.7089436
BG4_G4Seq_HaCaT_GSE76688_peak18531	0.7897156
BG4_G4Seq_HaCaT_GSE76688_peak18532	0.9349937
BG4_G4Seq_HaCaT_GSE76688_peak18533	0.25121453
BG4_G4Seq_HaCaT_GSE76688_peak18534	0.010483286
BG4_G4Seq_HaCaT_GSE76688_peak18535	0.5063382
BG4_G4Seq_HaCaT_GSE76688_peak18536	0.31772196
BG4_G4Seq_HaCaT_GSE76688_peak18537	0.9690698
BG4_G4Seq_HaCaT_GSE76688_peak18538	0.9023254
BG4_G4Seq_HaCaT_GSE76688_peak18539	0.60446304
BG4_G4Seq_HaCaT_GSE76688_peak18540	3.8623624e-05
BG4_G4Seq_HaCaT_GSE76688_peak18541	0.012049153
BG4_G4Seq_HaCaT_GSE76688_peak18542	0.008376741
BG4_G4Seq_HaCaT_GSE76688_peak18543	0.035402402
BG4_G4Seq_HaCaT_GSE76688_peak18544	0.031240072
BG4_G4Seq_HaCaT_GSE76688_peak18545	0.015155583
BG4_G4Seq_HaCaT_GSE76688_peak18546	0.9370327
BG4_G4Seq_HaCaT_GSE76688_peak18547	0.7548376
BG4_G4Seq_HaCaT_GSE76688_peak18548	0.59673643
BG4_G4Seq_HaCaT_GSE76688_peak18549	0.86427826
BG4_G4Seq_HaCaT_GSE76688_peak18550	0.95715106
BG4_G4Seq_HaCaT_GSE76688_peak18551	0.9858679
BG4_G4Seq_HaCaT_GSE76688_peak18552	0.012974708
BG4_G4Seq_HaCaT_GSE76688_peak18553	0.2821753
BG4_G4Seq_HaCaT_GSE76688_peak18554	0.15933077
BG4_G4Seq_HaCaT_GSE76688_peak18555	0.99230725
BG4_G4Seq_HaCaT_GSE76688_peak18556	0.9999697
BG4_G4Seq_HaCaT_GSE76688_peak18557	0.040192734
BG4_G4Seq_HaCaT_GSE76688_peak18558	0.0017504034
BG4_G4Seq_HaCaT_GSE76688_peak18559	0.91555583
BG4_G4Seq_HaCaT_GSE76688_peak18560	0.96022904
BG4_G4Seq_HaCaT_GSE76688_peak18561	0.11756328
BG4_G4Seq_HaCaT_GSE76688_peak18562	0.20391108
BG4_G4Seq_HaCaT_GSE76688_peak18563	0.9459641
BG4_G4Seq_HaCaT_GSE76688_peak18564	0.6858696
BG4_G4Seq_HaCaT_GSE76688_peak18565	0.7846379
BG4_G4Seq_HaCaT_GSE76688_peak18566	0.92261565
BG4_G4Seq_HaCaT_GSE76688_peak18567	0.94815254
BG4_G4Seq_HaCaT_GSE76688_peak18568	0.951524
BG4_G4Seq_HaCaT_GSE76688_peak18569	0.79029703
BG4_G4Seq_HaCaT_GSE76688_peak18570	0.0103095705
BG4_G4Seq_HaCaT_GSE76688_peak18571	0.76476204
BG4_G4Seq_HaCaT_GSE76688_peak18572	0.025278704
BG4_G4Seq_HaCaT_GSE76688_peak18573	0.07051515
BG4_G4Seq_HaCaT_GSE76688_peak18574	0.015322374
BG4_G4Seq_HaCaT_GSE76688_peak18575	0.37838167
BG4_G4Seq_HaCaT_GSE76688_peak18576	0.5812886
BG4_G4Seq_HaCaT_GSE76688_peak18577	0.999846
BG4_G4Seq_HaCaT_GSE76688_peak18578	0.8045507
BG4_G4Seq_HaCaT_GSE76688_peak18579	0.9970907
BG4_G4Seq_HaCaT_GSE76688_peak18580	0.82628363
BG4_G4Seq_HaCaT_GSE76688_peak18581	0.023598636
BG4_G4Seq_HaCaT_GSE76688_peak18582	0.29641968
BG4_G4Seq_HaCaT_GSE76688_peak18583	0.00020730965
BG4_G4Seq_HaCaT_GSE76688_peak18584	0.22391729
BG4_G4Seq_HaCaT_GSE76688_peak18585	0.9566844
BG4_G4Seq_HaCaT_GSE76688_peak18586	0.06521774
BG4_G4Seq_HaCaT_GSE76688_peak18587	0.4942382
BG4_G4Seq_HaCaT_GSE76688_peak18588	0.14612432
BG4_G4Seq_HaCaT_GSE76688_peak18589	0.22694378
BG4_G4Seq_HaCaT_GSE76688_peak18590	0.9151927
BG4_G4Seq_HaCaT_GSE76688_peak18591	0.31110206
BG4_G4Seq_HaCaT_GSE76688_peak18592	0.8450497
BG4_G4Seq_HaCaT_GSE76688_peak18593	0.7765811
BG4_G4Seq_HaCaT_GSE76688_peak18594	0.87377256
BG4_G4Seq_HaCaT_GSE76688_peak18595	0.78376865
BG4_G4Seq_HaCaT_GSE76688_peak18596	0.9311327
BG4_G4Seq_HaCaT_GSE76688_peak18597	0.52742827
BG4_G4Seq_HaCaT_GSE76688_peak18598	0.039471064
BG4_G4Seq_HaCaT_GSE76688_peak18599	0.7882754
BG4_G4Seq_HaCaT_GSE76688_peak18600	0.9994894
BG4_G4Seq_HaCaT_GSE76688_peak18601	0.93802464
BG4_G4Seq_HaCaT_GSE76688_peak18602	0.39875895
BG4_G4Seq_HaCaT_GSE76688_peak18603	0.8319579
BG4_G4Seq_HaCaT_GSE76688_peak18604	0.062653296
BG4_G4Seq_HaCaT_GSE76688_peak18605	0.054023877
BG4_G4Seq_HaCaT_GSE76688_peak18606	0.80055124
BG4_G4Seq_HaCaT_GSE76688_peak18607	0.87903756
BG4_G4Seq_HaCaT_GSE76688_peak18608	0.054693807
BG4_G4Seq_HaCaT_GSE76688_peak18609	0.2605116
BG4_G4Seq_HaCaT_GSE76688_peak18610	0.80638367
BG4_G4Seq_HaCaT_GSE76688_peak18611	0.091247894
BG4_G4Seq_HaCaT_GSE76688_peak18612	0.55348146
BG4_G4Seq_HaCaT_GSE76688_peak18613	0.7932355
BG4_G4Seq_HaCaT_GSE76688_peak18614	0.35203713
BG4_G4Seq_HaCaT_GSE76688_peak18615	0.9666962
BG4_G4Seq_HaCaT_GSE76688_peak18616	0.7012058
BG4_G4Seq_HaCaT_GSE76688_peak18617	0.70569295
BG4_G4Seq_HaCaT_GSE76688_peak18618	0.9402847
BG4_G4Seq_HaCaT_GSE76688_peak18619	0.029243771
BG4_G4Seq_HaCaT_GSE76688_peak18620	0.97800285
BG4_G4Seq_HaCaT_GSE76688_peak18621	0.9931316
BG4_G4Seq_HaCaT_GSE76688_peak18622	0.43420544
BG4_G4Seq_HaCaT_GSE76688_peak18623	0.005781419
BG4_G4Seq_HaCaT_GSE76688_peak18624	0.9933848
BG4_G4Seq_HaCaT_GSE76688_peak18625	0.94357413
BG4_G4Seq_HaCaT_GSE76688_peak18626	0.996711
BG4_G4Seq_HaCaT_GSE76688_peak18627	0.333621
BG4_G4Seq_HaCaT_GSE76688_peak18628	0.28228328
BG4_G4Seq_HaCaT_GSE76688_peak18629	0.9693164
BG4_G4Seq_HaCaT_GSE76688_peak18630	0.8407502
BG4_G4Seq_HaCaT_GSE76688_peak18631	0.99922466
BG4_G4Seq_HaCaT_GSE76688_peak18632	0.99130356
BG4_G4Seq_HaCaT_GSE76688_peak18633	0.861893
BG4_G4Seq_HaCaT_GSE76688_peak18634	0.4869413
BG4_G4Seq_HaCaT_GSE76688_peak18635	0.07806727
BG4_G4Seq_HaCaT_GSE76688_peak18636	0.06555568
BG4_G4Seq_HaCaT_GSE76688_peak18637	0.5874978
BG4_G4Seq_HaCaT_GSE76688_peak18638	0.009026633
BG4_G4Seq_HaCaT_GSE76688_peak18639	0.9893792
BG4_G4Seq_HaCaT_GSE76688_peak18640	0.34430593
BG4_G4Seq_HaCaT_GSE76688_peak18641	0.92612964
BG4_G4Seq_HaCaT_GSE76688_peak18642	0.9098743
BG4_G4Seq_HaCaT_GSE76688_peak18643	0.572627
BG4_G4Seq_HaCaT_GSE76688_peak18644	0.2355137
BG4_G4Seq_HaCaT_GSE76688_peak18645	0.40772304
BG4_G4Seq_HaCaT_GSE76688_peak18646	0.04289328
BG4_G4Seq_HaCaT_GSE76688_peak18647	0.2579563
BG4_G4Seq_HaCaT_GSE76688_peak18648	0.87357616
BG4_G4Seq_HaCaT_GSE76688_peak18649	0.45072922
BG4_G4Seq_HaCaT_GSE76688_peak18650	0.040877767
BG4_G4Seq_HaCaT_GSE76688_peak18651	0.2812579
BG4_G4Seq_HaCaT_GSE76688_peak18652	0.9096836
BG4_G4Seq_HaCaT_GSE76688_peak18653	0.043554224
BG4_G4Seq_HaCaT_GSE76688_peak18654	0.28026706
BG4_G4Seq_HaCaT_GSE76688_peak18655	0.8163566
BG4_G4Seq_HaCaT_GSE76688_peak18656	0.73244256
BG4_G4Seq_HaCaT_GSE76688_peak18657	0.049580596
BG4_G4Seq_HaCaT_GSE76688_peak18658	0.043570943
BG4_G4Seq_HaCaT_GSE76688_peak18659	0.01385025
BG4_G4Seq_HaCaT_GSE76688_peak18660	0.1503488
BG4_G4Seq_HaCaT_GSE76688_peak18661	0.85283864
BG4_G4Seq_HaCaT_GSE76688_peak18662	0.0701141
BG4_G4Seq_HaCaT_GSE76688_peak18663	0.6219553
BG4_G4Seq_HaCaT_GSE76688_peak18664	0.573153
BG4_G4Seq_HaCaT_GSE76688_peak18665	0.831739
BG4_G4Seq_HaCaT_GSE76688_peak18666	0.14389308
BG4_G4Seq_HaCaT_GSE76688_peak18667	0.26445043
BG4_G4Seq_HaCaT_GSE76688_peak18668	0.058194965
BG4_G4Seq_HaCaT_GSE76688_peak18669	0.09547729
BG4_G4Seq_HaCaT_GSE76688_peak18670	0.18208313
BG4_G4Seq_HaCaT_GSE76688_peak18671	0.81711
BG4_G4Seq_HaCaT_GSE76688_peak18672	0.09497804
BG4_G4Seq_HaCaT_GSE76688_peak18673	0.05695297
BG4_G4Seq_HaCaT_GSE76688_peak18674	0.37975463
BG4_G4Seq_HaCaT_GSE76688_peak18675	0.7275765
BG4_G4Seq_HaCaT_GSE76688_peak18676	0.98009735
BG4_G4Seq_HaCaT_GSE76688_peak18677	0.4682554
BG4_G4Seq_HaCaT_GSE76688_peak18678	0.32955572
BG4_G4Seq_HaCaT_GSE76688_peak18679	0.9758381
BG4_G4Seq_HaCaT_GSE76688_peak18680	0.7122643
BG4_G4Seq_HaCaT_GSE76688_peak18681	0.5039874
BG4_G4Seq_HaCaT_GSE76688_peak18682	0.032333955
BG4_G4Seq_HaCaT_GSE76688_peak18683	0.78949887
BG4_G4Seq_HaCaT_GSE76688_peak18684	0.97460675
BG4_G4Seq_HaCaT_GSE76688_peak18685	0.6927959
BG4_G4Seq_HaCaT_GSE76688_peak18686	0.74872804
BG4_G4Seq_HaCaT_GSE76688_peak18687	0.4049034
BG4_G4Seq_HaCaT_GSE76688_peak18688	0.8109746
BG4_G4Seq_HaCaT_GSE76688_peak18689	0.92453414
BG4_G4Seq_HaCaT_GSE76688_peak18690	0.99018085
BG4_G4Seq_HaCaT_GSE76688_peak18691	0.03779086
BG4_G4Seq_HaCaT_GSE76688_peak18692	0.0075090104
BG4_G4Seq_HaCaT_GSE76688_peak18693	0.07252486
BG4_G4Seq_HaCaT_GSE76688_peak18694	0.13337916
BG4_G4Seq_HaCaT_GSE76688_peak18695	0.023366103
BG4_G4Seq_HaCaT_GSE76688_peak18696	0.10254446
BG4_G4Seq_HaCaT_GSE76688_peak18697	0.95927143
BG4_G4Seq_HaCaT_GSE76688_peak18698	0.9032814
BG4_G4Seq_HaCaT_GSE76688_peak18699	0.9864395
BG4_G4Seq_HaCaT_GSE76688_peak18700	0.71155155
BG4_G4Seq_HaCaT_GSE76688_peak18701	0.66705936
BG4_G4Seq_HaCaT_GSE76688_peak18702	0.9994343
